,station_number,year,month,day,hour,minute,precipitation,air_temp,dew_point,humidity,wind_speed,wind_speed_quality,wind_direction
130,14982,2017,10,6,4,0,   8.0,26.3,23.8,86,  4,N, 20
131,14982,2017,10,6,4,30,   8.0,26.2,23.7,86,  0,N,  0
132,14982,2017,10,6,5,0,   8.0,25.9,23.4,86,  2,N,360
133,14982,2017,10,6,5,30,   8.0,25.6,23.5,88,  0,N,  0
134,14982,2017,10,6,6,0,   8.0,25.1,23.3,90,  0,N,  0
135,14982,2017,10,6,6,30,   8.0,25.1,23.5,91,  2,N,360
136,14982,2017,10,6,7,0,   8.0,25.4,24.0,92,  0,N,  0
137,14982,2017,10,6,7,30,   8.0,26.6,23.9,85,  0,N,  0
138,14982,2017,10,6,8,0,   8.0,27.9,23.5,77,  4,N,360
139,14982,2017,10,6,8,30,   8.0,28.8,23.7,74,  5,N,360
140,14982,2017,10,6,9,0,   8.0,29.4,22.4,66,  5,N, 10
141,14982,2017,10,6,9,30,   0.0,31.5,22.2,58,  5,N, 30
142,14982,2017,10,6,10,0,   0.0,31.5,22.2,58,  5,N, 40
143,14982,2017,10,6,10,30,   0.0,31.7,22.1,57,  8,N, 10
144,14982,2017,10,6,11,0,   0.0,32.2,21.1,52,  8,N, 20
145,14982,2017,10,6,11,30,   0.0,32.3,21.2,52,  8,N,330
146,14982,2017,10,6,12,0,   0.0,33.3,20.8,48,  5,N, 90
147,14982,2017,10,6,12,30,   0.0,34.4,21.1,46,  5,N, 10
148,14982,2017,10,6,13,0,   0.0,34.0,18.5,40,  4,N,330
149,14982,2017,10,6,13,30,   0.0,35.4,18.9,38,  5,N, 50
150,14982,2017,10,6,14,0,   0.0,36.1,18.7,36,  5,N, 40
151,14982,2017,10,6,14,30,   0.0,35.2,20.7,43,  8,N, 20
152,14982,2017,10,6,15,0,   0.0,34.7,21.0,45,  8,N,350
153,14982,2017,10,6,15,30,   0.0,31.5,23.1,61,  8,N,270
154,14982,2017,10,6,16,0,   0.0,30.7,22.3,61, 11,N,270
155,14982,2017,10,6,16,30,   0.0,30.8,23.7,66,  9,N,230
156,14982,2017,10,6,17,0,   0.0,30.6,23.3,65, 11,N,250
157,14982,2017,10,6,17,30,   0.0,31.0,23.6,65,  9,N,270
158,14982,2017,10,6,18,0,   0.0,30.8,22.9,63,  8,N,260
159,14982,2017,10,6,18,30,   0.0,30.4,22.0,61,  5,N,280
160,14982,2017,10,6,19,0,   0.0,29.7,22.2,64,  2,N,280
161,14982,2017,10,6,19,30,   0.0,29.0,22.0,66,  4,N,270
162,14982,2017,10,6,20,0,   0.0,28.5,22.7,71,  2,N,270
163,14982,2017,10,6,20,30,   0.0,27.9,22.6,73,  0,N,  0
164,14982,2017,10,6,21,0,   0.0,27.9,22.4,72,  0,N,  0
165,14982,2017,10,6,21,30,   0.0,27.5,22.9,76,  2,N,270
166,14982,2017,10,6,22,0,   0.0,27.2,23.4,80,  0,N,  0
167,14982,2017,10,6,22,30,   0.0,26.5,23.8,85,  0,N,  0
168,14982,2017,10,6,23,0,   0.0,26.7,24.0,85,  0,N,  0
169,14982,2017,10,6,23,30,   0.0,26.6,23.7,84,  0,N,  0
170,14982,2017,10,7,0,0,   0.0,26.5,23.6,84,  0,N,  0
171,14982,2017,10,7,0,30,   0.0,26.3,23.6,85,  0,N,  0
172,14982,2017,10,7,1,0,   0.0,25.9,23.9,89,  0,N,  0
173,14982,2017,10,7,1,30,   0.0,25.6,24.0,91,  0,N,  0
174,14982,2017,10,7,2,0,   0.0,25.3,23.9,92,  0,N,  0
175,14982,2017,10,7,2,30,   0.0,25.2,24.0,93,  0,N,  0
176,14982,2017,10,7,3,0,   0.0,25.0,24.0,94,  0,N,  0
177,14982,2017,10,7,3,30,   0.0,25.0,24.0,94,  0,N,  0
178,14982,2017,10,7,4,0,   0.0,24.9,24.0,95,  0,N,  0
179,14982,2017,10,7,4,30,   0.0,24.8,23.9,95,  0,N,  0
180,14982,2017,10,7,5,0,   0.0,25.2,24.3,95,  0,N,  0
181,14982,2017,10,7,5,30,   0.0,25.2,23.8,92,  0,N,  0
182,14982,2017,10,7,6,0,   0.0,25.1,23.7,92,  0,N,  0
183,14982,2017,10,7,6,30,   0.0,25.1,23.7,92,  0,N,  0
184,14982,2017,10,7,7,0,   0.0,25.6,23.7,89,  0,N,  0
185,14982,2017,10,7,7,30,   0.0,26.5,23.8,85,  0,N,  0
186,14982,2017,10,7,8,0,   0.0,27.2,23.9,82,  0,N,  0
187,14982,2017,10,7,8,30,   0.0,27.8,23.6,78,  2,N,140
188,14982,2017,10,7,9,0,   0.0,29.9,23.6,69,  4,N, 90
189,14982,2017,10,7,9,30,   0.0,30.9,23.0,63,  5,N, 30
190,14982,2017,10,7,10,0,   0.0,30.9,22.2,60,  5,N,120
191,14982,2017,10,7,10,30,   0.0,31.0,22.0,59,  2,N,100
192,14982,2017,10,7,11,0,   0.0,31.5,22.5,59,  4,N,140
193,14982,2017,10,7,11,30,   0.0,33.5,22.6,53,  2,N,110
194,14982,2017,10,7,12,0,   0.0,32.4,21.3,52,  5,N,200
195,14982,2017,10,7,12,30,   0.0,33.1,21.3,50,  2,N, 10
196,14982,2017,10,7,13,0,   0.0,34.4,20.4,44,  4,N, 60
197,14982,2017,10,7,13,30,   0.0,34.8,20.0,42,  2,N, 90
198,14982,2017,10,7,14,0,   0.0,35.2,19.1,39,  5,N,170
199,14982,2017,10,7,14,30,   0.0,36.0,18.6,36,  4,N, 60
200,14982,2017,10,7,15,0,   0.0,33.4,21.9,51, 11,N,340
201,14982,2017,10,7,15,30,   0.0,32.5,24.0,61,  8,N,290
202,14982,2017,10,7,16,0,   5.4,27.7,24.3,82,  8,N,280
203,14982,2017,10,7,16,30,   6.2,29.7,25.7,79,  5,N,320
204,14982,2017,10,7,17,0,   6.2,31.4,26.0,73,  5,N,310
205,14982,2017,10,7,17,30,   6.2,30.6,24.0,68,  9,N,300
206,14982,2017,10,7,18,0,   6.2,30.1,23.8,69,  8,N,280
207,14982,2017,10,7,18,30,   6.2,30.0,23.2,67,  5,N,290
208,14982,2017,10,7,19,0,   6.2,28.1,22.1,70,  9,N,240
209,14982,2017,10,7,19,30,   6.2,27.5,22.4,74,  8,N,250
210,14982,2017,10,7,20,0,   6.2,27.3,22.3,74,  4,N,260
211,14982,2017,10,7,20,30,   6.2,27.0,21.7,73,  4,N,270
212,14982,2017,10,7,21,0,   6.2,26.6,22.4,78,  0,N,  0
213,14982,2017,10,7,21,30,   6.2,26.2,22.7,81,  0,N,  0
214,14982,2017,10,7,22,0,   6.2,25.8,22.9,84,  0,N,  0
215,14982,2017,10,7,22,30,   6.2,25.5,23.0,86,  0,N,  0
216,14982,2017,10,7,23,0,   6.2,25.5,23.2,87,  0,N,  0
217,14982,2017,10,7,23,30,   6.2,25.3,23.0,87,  0,N,  0
218,14982,2017,10,8,0,0,   6.2,25.4,23.3,88,  0,N,  0
219,14982,2017,10,8,0,30,   6.2,25.7,22.8,84,  0,N,  0
220,14982,2017,10,8,1,0,   6.2,25.4,22.5,84,  0,N,  0
221,14982,2017,10,8,1,30,   6.2,25.7,23.6,88,  0,N,  0
222,14982,2017,10,8,2,0,   7.4,24.3,22.7,91,  0,N,  0
223,14982,2017,10,8,2,30,   7.4,24.8,23.9,95,  0,N,  0
224,14982,2017,10,8,3,0,   7.4,24.9,24.2,96,  0,N,  0
225,14982,2017,10,8,3,30,   7.6,24.9,24.2,96,  2,N,200
226,14982,2017,10,8,4,0,   7.6,24.8,24.1,96,  4,N,180
227,14982,2017,10,8,4,30,   7.6,25.0,24.3,96,  0,N,  0
228,14982,2017,10,8,5,0,   7.6,25.1,24.2,95,  0,N,  0
229,14982,2017,10,8,5,30,   7.6,25.1,23.9,93,  0,N,  0
230,14982,2017,10,8,6,0,   7.6,24.9,23.5,92,  2,N,130
231,14982,2017,10,8,6,30,   7.6,24.7,23.3,92,  0,N,  0
232,14982,2017,10,8,7,0,   7.6,25.1,23.5,91,  0,N,  0
233,14982,2017,10,8,7,30,   7.6,25.4,23.8,91,  0,N,  0
234,14982,2017,10,8,8,0,   7.6,27.5,23.9,81,  0,N,  0
235,14982,2017,10,8,8,30,   7.6,28.6,24.4,78,  4,N, 90
236,14982,2017,10,8,9,0,   7.6,29.4,23.4,70,  5,N, 80
237,14982,2017,10,8,9,30,   0.0,29.8,24.2,72,  4,N,120
238,14982,2017,10,8,10,0,   0.0,31.3,21.8,57,  4,N, 70
239,14982,2017,10,8,10,30,   0.0,31.8,21.6,55,  4,N, 90
240,14982,2017,10,8,11,0,   0.0,31.9,21.4,54,  4,N, 80
241,14982,2017,10,8,11,30,   0.0,32.7,21.9,53,  5,N,110
242,14982,2017,10,8,12,0,   0.0,33.1,21.9,52,  5,N,100
243,14982,2017,10,8,12,30,   0.0,34.3,21.4,47,  5,N, 80
244,14982,2017,10,8,13,0,   0.0,34.9,21.9,47,  5,N,130
245,14982,2017,10,8,13,30,   0.0,34.1,20.8,46,  5,N,130
246,14982,2017,10,8,14,0,   0.0,35.1,20.6,43,  4,N,130
247,14982,2017,10,8,14,30,   0.0,37.2,19.6,36,  8,N, 30
248,14982,2017,10,8,15,0,   0.0,37.4,18.4,33,  8,N, 40
249,14982,2017,10,8,15,30,   0.0,37.6,18.1,32,  8,N, 40
250,14982,2017,10,8,16,0,   0.0,37.0,17.6,32,  8,N, 50
251,14982,2017,10,8,16,30,   0.0,34.6,22.0,48,  5,N,340
252,14982,2017,10,8,17,0,   0.0,35.4,22.7,48,  8,N,320
253,14982,2017,10,8,17,30,   0.0,33.5,22.9,54,  9,N,310
254,14982,2017,10,8,17,42,   2.2,28.1,21.9,69, 13,N,340
255,14982,2017,10,8,18,0,  11.6,26.8,23.5,82,  8,N,310
256,14982,2017,10,8,18,30,  15.0,26.9,24.0,84,  5,N,300
257,14982,2017,10,8,19,0,  15.4,26.2,24.2,89,  0,N,  0
258,14982,2017,10,8,19,30,  15.4,26.2,25.2,94,  0,N,  0
259,14982,2017,10,8,20,0,  15.4,26.0,24.8,93,  0,N,  0
260,14982,2017,10,8,20,30,  15.4,25.9,24.9,94,  0,N,  0
261,14982,2017,10,8,21,0,  15.4,26.0,25.1,95,  0,N,  0
262,14982,2017,10,8,21,30,  15.4,26.0,25.3,96,  0,N,  0
263,14982,2017,10,8,22,0,  15.4,25.8,24.9,95,  0,N,  0
264,14982,2017,10,8,22,30,  15.4,25.6,24.7,95,  0,N,  0
265,14982,2017,10,8,23,0,  15.4,25.7,25.0,96,  0,N,  0
266,14982,2017,10,8,23,30,  15.4,25.7,25.0,96,  0,N,  0
267,14982,2017,10,9,0,0,  15.4,25.9,24.9,94,  0,N,  0
268,14982,2017,10,9,0,30,  15.4,25.6,24.6,94,  0,N,  0
269,14982,2017,10,9,1,0,  15.4,25.7,25.0,96,  0,N,  0
270,14982,2017,10,9,1,30,  15.4,26.0,25.3,96,  0,N,  0
271,14982,2017,10,9,2,0,  15.4,26.0,25.3,96,  2,N,300
272,14982,2017,10,9,2,30,  15.6,26.3,25.3,94,  0,N,  0
273,14982,2017,10,9,3,0,  15.6,26.1,25.1,94,  0,N,  0
274,14982,2017,10,9,3,30,  15.6,26.1,24.5,91,  0,N,  0
275,14982,2017,10,9,4,0,  15.6,25.6,24.2,92,  0,N,  0
276,14982,2017,10,9,4,30,  15.6,25.4,24.4,94,  0,N,  0
277,14982,2017,10,9,5,0,  15.6,25.8,24.4,92,  0,N,  0
278,14982,2017,10,9,5,30,  15.6,25.7,24.3,92,  0,N,  0
279,14982,2017,10,9,6,0,  15.6,25.4,24.2,93,  0,N,  0
280,14982,2017,10,9,6,30,  15.6,26.1,24.3,90,  0,N,  0
281,14982,2017,10,9,7,0,  15.6,26.5,24.0,86,  2,N, 60
282,14982,2017,10,9,7,30,  15.6,26.9,24.0,84,  2,N, 70
283,14982,2017,10,9,8,0,  15.6,28.2,23.1,74,  8,N, 80
284,14982,2017,10,9,8,30,  15.6,29.4,23.6,71,  5,N, 60
285,14982,2017,10,9,9,0,  15.6,30.0,22.9,66,  8,N, 40
286,14982,2017,10,9,9,30,   0.0,31.4,20.0,51, 11,N, 80
287,14982,2017,10,9,10,0,   0.0,32.8,20.3,48,  5,N, 90
288,14982,2017,10,9,10,30,   0.0,33.1,19.6,45,  9,N, 60
289,14982,2017,10,9,11,0,   0.0,33.1,19.9,46,  8,N, 90
290,14982,2017,10,9,11,30,   0.0,34.3,19.1,41,  8,N, 50
291,14982,2017,10,9,12,0,   0.0,35.2,16.0,32, 11,N, 30
292,14982,2017,10,9,12,30,   0.0,36.0,17.7,34,  8,N, 90
293,14982,2017,10,9,13,0,   0.0,36.3,16.5,31,  8,N, 80
294,14982,2017,10,9,13,30,   0.0,35.9,16.6,32,  8,N, 80
295,14982,2017,10,9,14,0,   0.0,36.1,15.8,30,  5,N, 50
296,14982,2017,10,9,14,30,   0.0,37.1,16.6,30,  8,N, 10
297,14982,2017,10,9,15,0,   0.0,34.5,20.8,45, 15,N,350
298,14982,2017,10,9,15,30,   0.0,35.2,20.7,43, 11,N,330
299,14982,2017,10,9,16,0,   0.0,34.8,21.1,45, 13,N,350
300,14982,2017,10,9,16,30,   0.0,34.0,20.7,46, 15,N,350
301,14982,2017,10,9,17,0,   0.0,33.2,20.7,48, 17,N,350
302,14982,2017,10,9,17,30,   0.0,32.6,20.5,49, 15,N,360
303,14982,2017,10,9,18,0,   0.0,32.1,21.0,52, 13,N,360
304,14982,2017,10,9,18,30,   0.0,31.4,21.0,54,  9,N,350
305,14982,2017,10,9,19,0,   0.0,30.9,21.1,56,  5,N,350
306,14982,2017,10,9,19,30,   0.0,30.3,20.2,55,  8,N,350
307,14982,2017,10,9,20,0,   0.0,29.7,20.5,58,  4,N,340
308,14982,2017,10,9,20,30,   0.0,29.1,20.5,60,  4,N,340
309,14982,2017,10,9,21,0,   0.0,28.5,20.5,62,  0,N,  0
310,14982,2017,10,9,21,30,   0.0,27.3,21.3,70,  0,N,  0
311,14982,2017,10,9,22,0,   0.0,27.1,22.1,74,  0,N,  0
312,14982,2017,10,9,22,30,   0.0,26.6,21.6,74,  0,N,  0
313,14982,2017,10,9,23,0,   0.0,27.1,22.7,77,  0,N,  0
314,14982,2017,10,9,23,30,   0.0,26.6,22.7,79,  0,N,  0
315,14982,2017,10,10,0,0,   0.0,26.7,23.4,82,  0,N,  0
316,14982,2017,10,10,0,30,   0.0,26.5,23.6,84,  0,N,  0
317,14982,2017,10,10,1,0,   0.0,26.6,24.1,86,  0,N,  0
318,14982,2017,10,10,1,30,   0.0,26.8,24.3,86,  0,N,  0
319,14982,2017,10,10,2,0,   0.0,26.6,24.1,86,  0,N,  0
320,14982,2017,10,10,2,30,   0.0,26.2,24.2,89,  0,N,  0
321,14982,2017,10,10,3,0,   0.0,26.1,24.5,91,  0,N,  0
322,14982,2017,10,10,3,30,   0.0,26.1,24.3,90,  0,N,  0
323,14982,2017,10,10,4,0,   0.0,25.9,24.5,92,  0,N,  0
324,14982,2017,10,10,4,30,   0.0,25.6,23.8,90,  0,N,  0
325,14982,2017,10,10,5,0,   0.0,25.3,23.7,91,  0,N,  0
326,14982,2017,10,10,5,30,   0.0,25.2,23.6,91,  0,N,  0
327,14982,2017,10,10,6,0,   0.0,24.9,23.5,92,  0,N,  0
328,14982,2017,10,10,6,30,   0.0,24.9,23.9,94,  0,N,  0
329,14982,2017,10,10,7,0,   0.0,25.2,24.2,94,  0,N,  0
330,14982,2017,10,10,7,30,   0.0,26.6,24.3,87,  0,N,  0
331,14982,2017,10,10,8,0,   0.0,28.3,23.9,77,  4,N,140
332,14982,2017,10,10,8,30,   0.0,28.7,23.4,73,  4,N,180
333,14982,2017,10,10,9,0,   0.0,29.4,23.1,69,  2,N,200
334,14982,2017,10,10,9,30,   0.0,30.1,22.8,65,  4,N,210
335,14982,2017,10,10,10,0,   0.0,30.3,22.2,62,  2,N,220
336,14982,2017,10,10,10,30,   0.0,31.6,22.6,59,  4,N,270
337,14982,2017,10,10,11,0,   0.0,32.4,22.5,56,  2,N,150
338,14982,2017,10,10,11,30,   0.0,32.9,22.0,53,  5,N,230
339,14982,2017,10,10,12,0,   0.0,32.9,21.7,52,  2,N,190
340,14982,2017,10,10,12,30,   0.0,33.0,20.9,49,  4,N,220
341,14982,2017,10,10,13,0,   0.0,34.1,21.2,47,  4,N,150
342,14982,2017,10,10,13,30,   0.0,34.4,19.6,42,  8,N, 70
343,14982,2017,10,10,14,0,   0.0,34.9,19.7,41,  5,N, 90
344,14982,2017,10,10,14,30,   0.0,35.3,21.2,44,  4,N, 50
345,14982,2017,10,10,15,0,   0.0,33.2,23.5,57,  9,N,310
346,14982,2017,10,10,15,30,   0.0,30.2,24.4,71, 15,N,290
347,14982,2017,10,10,16,0,   0.0,29.9,24.8,74,  8,N,290
348,14982,2017,10,10,16,30,   0.0,30.2,24.1,70,  9,N,290
349,14982,2017,10,10,17,0,   0.0,30.4,24.3,70,  9,N,310
350,14982,2017,10,10,17,30,   0.0,31.2,24.1,66,  9,N,290
351,14982,2017,10,10,18,0,   0.0,30.9,23.8,66,  8,N,300
352,14982,2017,10,10,18,30,   0.0,30.0,24.2,71,  5,N,300
353,14982,2017,10,10,19,0,   0.0,29.3,24.0,73,  8,N,300
354,14982,2017,10,10,19,30,   0.0,29.0,24.1,75,  8,N,320
355,14982,2017,10,10,20,0,   0.0,28.6,24.2,77,  4,N,300
356,14982,2017,10,10,20,30,   0.0,28.3,24.3,79,  4,N,310
357,14982,2017,10,10,21,0,   0.0,28.0,24.2,80,  2,N,270
358,14982,2017,10,10,21,30,   0.0,27.7,24.3,82,  4,N,260
359,14982,2017,10,10,22,0,   0.0,27.6,24.2,82,  0,N,  0
