date,station_number,precipitation,air_temp,dew_point,humidity,wind_speed,wind_direction
2000-10-03 22:30:00,16090,0.0,20.2,-4.1,19,21,80
2000-10-03 23:30:00,16090,0.0,19.8,-3.8,20,26,50
2000-10-04 00:30:00,16090,0.0,17.6,-4.3,22,18,50
2000-10-04 01:30:00,16090,0.0,16.3,-4.8,23,17,50
2000-10-04 02:30:00,16090,0.0,15.4,-4.5,25,17,50
2000-10-04 03:30:00,16090,0.0,15.3,-4.6,25,17,50
2000-10-04 04:30:00,16090,0.0,13.7,-4.9,27,15,40
2000-10-04 05:30:00,16090,0.0,14.3,-4.9,26,18,40
2000-10-04 06:30:00,16090,0.0,13.7,-5.4,26,17,70
2000-10-04 07:30:00,16090,0.0,17.6,-4.3,22,17,50
2000-10-04 08:30:00,16090,0.0,20.6,-3.1,20,28,50
2000-10-04 09:30:00,16090,0.0,23.9,-2.6,17,28,40
2000-10-04 10:30:00,16090,0.0,27.2,-2.6,14,31,30
2000-10-04 11:30:00,16090,0.0,28.6,-3.6,12,28,30
2000-10-04 12:30:00,16090,0.0,28.7,-3.5,12,26,20
2000-10-04 13:30:00,16090,0.0,30.3,-3.4,11,21,20
2000-10-04 14:30:00,16090,0.0,30.5,-4.5,10,17,10
2000-10-04 15:30:00,16090,0.0,30.8,-4.3,10,15,50
2000-10-04 16:30:00,16090,0.0,30.5,-4.5,10,18,50
2000-10-04 17:30:00,16090,0.0,29.9,-5.0,10,21,50
2000-10-04 18:30:00,16090,0.0,28.1,-6.3,10,18,50
2000-10-04 19:30:00,16090,0.0,25.7,-5.8,12,18,60
2000-10-04 20:30:00,16090,0.0,24.3,-6.9,12,18,60
2000-10-04 21:30:00,16090,0.0,23.0,-6.9,13,15,50
2000-10-04 22:30:00,16090,0.0,20.1,-7.3,15,15,50
2000-10-04 23:30:00,16090,0.0,20.0,-5.8,17,17,50
2000-10-05 00:30:00,16090,0.0,17.5,-6.3,19,17,50
2000-10-05 01:30:00,16090,0.0,17.3,-5.8,20,21,50
2000-10-05 02:30:00,16090,0.0,16.7,-5.7,21,17,50
2000-10-05 03:30:00,16090,0.0,16.0,-5.7,22,17,50
2000-10-05 04:30:00,16090,0.0,15.7,-5.3,23,18,30
2000-10-05 05:30:00,16090,0.0,15.5,-5.5,23,13,30
2000-10-05 06:30:00,16090,0.0,15.9,-4.6,24,18,30
2000-10-05 07:30:00,16090,0.0,19.2,-4.3,20,15,30
2000-10-05 08:30:00,16090,0.0,22.6,-3.7,17,21,10
2000-10-05 09:30:00,16090,0.0,27.0,-3.7,13,24,20
2000-10-05 10:30:00,16090,0.0,30.5,-4.5,10,30,10
2000-10-05 11:30:00,16090,0.0,32.1,-6.3,8,26,360
2000-10-05 12:30:00,16090,0.0,33.3,-7.1,7,21,330
2000-10-05 13:30:00,16090,0.0,34.2,-8.5,6,18,330
2000-10-05 14:30:00,16090,0.0,34.6,-8.2,6,13,350
2000-10-05 15:30:00,16090,0.0,35.0,-10.2,5,8,10
2000-10-05 16:30:00,16090,0.0,34.8,-10.3,5,8,30
2000-10-05 17:30:00,16090,0.0,34.5,-10.6,5,9,20
2000-10-05 18:30:00,16090,0.0,32.1,-9.9,6,11,60
2000-10-05 19:30:00,16090,0.0,28.7,-10.5,7,13,60
2000-10-05 20:30:00,16090,0.0,27.8,-9.4,8,11,60
2000-10-05 21:30:00,16090,0.0,26.2,-9.1,9,15,60
2000-10-05 22:30:00,16090,0.0,24.7,-10.3,9,13,60
2000-10-05 23:30:00,16090,0.0,23.2,-10.1,10,15,60
2000-10-06 00:30:00,16090,0.0,21.8,-8.8,12,13,100
2000-10-06 01:30:00,16090,0.0,20.7,5.9,38,21,170
2000-10-06 02:30:00,16090,0.0,19.8,7.2,44,18,160
2000-10-06 03:30:00,16090,0.0,18.7,7.2,47,17,150
2000-10-06 04:30:00,16090,0.0,18.0,7.4,50,18,150
2000-10-06 05:30:00,16090,0.0,17.9,7.6,51,18,120
2000-10-06 06:30:00,16090,0.0,18.7,6.2,44,22,90
2000-10-06 07:30:00,16090,0.0,23.3,3.8,28,17,60
2000-10-06 08:30:00,16090,0.0,26.1,2.1,21,18,40
2000-10-06 09:30:00,16090,0.0,29.8,2.9,18,30,360
2000-10-06 10:30:00,16090,0.0,33.4,3.3,15,41,360
2000-10-06 11:30:00,16090,0.0,35.8,4.2,14,39,350
2000-10-06 12:30:00,16090,0.0,36.4,4.6,14,35,360
2000-10-06 12:48:00,16090,0.0,36.7,4.9,14,35,360
2000-10-06 13:31:00,16090,0.0,36.9,4.0,13,30,360
2000-10-06 14:08:00,16090,0.0,37.5,3.3,12,31,360
2000-10-06 14:30:00,16090,0.0,37.3,3.1,12,33,360
2000-10-06 14:47:00,16090,0.0,37.3,3.1,12,33,20
2000-10-06 15:13:00,16090,0.0,37.3,3.1,12,31,360
2000-10-06 15:30:00,16090,0.0,37.3,3.1,12,31,10
2000-10-06 16:30:00,16090,0.0,36.8,2.8,12,30,360
2000-10-06 16:38:00,16090,0.0,36.8,2.8,12,31,350
2000-10-06 17:30:00,16090,0.0,35.9,3.2,13,28,350
2000-10-06 18:30:00,16090,0.0,34.0,2.8,14,24,10
2000-10-06 19:30:00,16090,0.0,31.4,2.6,16,21,30
2000-10-06 20:30:00,16090,0.0,29.3,1.7,17,22,40
2000-10-06 21:30:00,16090,0.0,28.6,1.2,17,28,30
2000-10-06 22:30:00,16090,0.0,27.0,0.7,18,24,20
2000-10-06 23:30:00,16090,0.0,25.9,0.5,19,18,20
2000-10-07 00:30:00,16090,0.0,25.3,0.8,20,18,30
2000-10-07 01:30:00,16090,0.0,25.9,0.5,19,21,20
2000-10-07 02:30:00,16090,0.0,27.9,-0.2,16,22,240
2000-10-07 03:30:00,16090,0.0,25.8,4.3,25,15,200
2000-10-07 04:30:00,16090,0.0,23.9,6.2,32,9,140
2000-10-07 05:30:00,16090,0.0,22.5,5.9,34,17,150
2000-10-07 06:30:00,16090,0.0,21.6,10.1,48,33,170
2000-10-07 07:30:00,16090,0.0,20.7,11.1,54,41,160
2000-10-07 08:30:00,16090,0.0,21.5,12.4,56,37,160
2000-10-07 09:22:00,16090,0.0,22.8,13.0,54,35,190
2000-10-07 10:30:00,16090,0.0,23.5,13.1,52,37,180
2000-10-07 11:22:00,16090,0.0,24.9,12.5,46,31,150
2000-10-07 12:14:00,16090,0.0,23.2,13.1,53,37,180
2000-10-07 12:30:00,16090,0.0,22.7,12.9,54,39,190
2000-10-07 13:30:00,16090,0.0,20.7,13.6,64,42,200
2000-10-07 14:30:00,16090,0.0,21.2,13.4,61,41,190
2000-10-07 15:30:00,16090,0.0,21.8,12.1,54,44,190
2000-10-07 16:30:00,16090,0.0,20.8,11.7,56,44,190
2000-10-07 17:30:00,16090,0.0,20.8,11.7,56,46,190
2000-10-07 18:30:00,16090,0.0,18.8,12.3,66,46,190
2000-10-07 19:30:00,16090,0.0,17.0,11.5,70,44,190
2000-10-07 20:30:00,16090,0.0,16.5,9.2,62,41,180
2000-10-07 21:30:00,16090,0.0,16.2,10.1,67,37,180
2000-10-07 22:30:00,16090,0.0,16.2,10.5,69,33,180
2000-10-07 23:30:00,16090,0.0,16.1,10.6,70,33,180
2000-10-08 00:30:00,16090,0.0,15.5,10.5,72,35,180
2000-10-08 01:30:00,16090,0.0,14.6,9.4,71,39,190
2000-10-08 02:30:00,16090,0.0,13.6,8.4,71,31,200
2000-10-08 03:30:00,16090,0.0,13.0,7.7,70,31,200
2000-10-08 04:30:00,16090,0.0,12.6,7.3,70,28,190
2000-10-08 05:30:00,16090,0.0,12.1,6.8,70,31,190
2000-10-08 06:30:00,16090,0.0,11.8,7.1,73,37,180
2000-10-08 07:30:00,16090,0.0,12.0,7.3,73,37,180
2000-10-08 08:30:00,16090,0.0,12.9,8.0,72,41,170
2000-10-08 09:30:00,16090,0.0,14.8,7.6,62,39,170
2000-10-08 10:30:00,16090,0.0,16.7,5.0,46,41,180
2000-10-08 11:30:00,16090,0.0,18.0,2.7,36,30,180
2000-10-08 12:30:00,16090,0.0,19.6,1.1,29,31,170
2000-10-08 13:30:00,16090,0.0,20.9,-1.0,23,28,170
2000-10-08 13:49:00,16090,0.0,20.8,-1.1,23,30,180
2000-10-08 14:30:00,16090,0.0,21.8,-1.5,21,30,170
2000-10-08 15:30:00,16090,0.0,21.8,-1.5,21,28,170
2000-10-08 16:30:00,16090,0.0,22.1,-1.2,21,26,170
2000-10-08 17:30:00,16090,0.0,21.7,-0.9,22,28,160
2000-10-08 18:30:00,16090,0.0,21.1,-1.4,22,26,160
2000-10-08 19:30:00,16090,0.0,20.0,-2.3,22,18,150
2000-10-08 20:30:00,16090,0.0,18.8,-2.7,23,17,160
2000-10-08 21:30:00,16090,0.0,18.3,-3.8,22,21,150
2000-10-08 22:30:00,16090,0.0,17.8,-3.0,24,21,160
2000-10-08 23:30:00,16090,0.0,17.0,-2.1,27,11,160
2000-10-09 00:30:00,16090,0.0,16.6,-1.5,29,15,180
2000-10-09 01:30:00,16090,0.0,15.3,-0.9,33,22,190
2000-10-09 02:30:00,16090,0.0,14.1,6.9,62,30,180
2000-10-09 03:30:00,16090,0.0,13.6,7.2,65,30,190
2000-10-09 04:30:00,16090,0.0,13.0,7.0,67,26,180
2000-10-09 05:30:00,16090,0.0,12.6,6.9,68,28,180
2000-10-09 06:30:00,16090,0.0,12.6,6.6,67,28,180
2000-10-09 07:30:00,16090,0.0,13.3,6.4,63,26,170
2000-10-09 08:30:00,16090,0.0,15.8,6.3,53,26,150
2000-10-09 09:30:00,16090,0.0,18.2,5.8,44,24,160
2000-10-09 10:30:00,16090,0.0,19.3,5.4,40,24,160
2000-10-09 11:30:00,16090,0.0,21.0,4.6,34,21,180
2000-10-09 12:30:00,16090,0.0,22.3,3.4,29,17,180
2000-10-09 13:30:00,16090,0.0,22.6,3.2,28,21,190
2000-10-09 14:30:00,16090,0.0,23.1,2.0,25,21,220
2000-10-09 15:30:00,16090,0.0,23.4,1.7,24,21,190
2000-10-09 16:30:00,16090,0.0,23.7,0.7,22,22,220
2000-10-09 17:30:00,16090,0.0,23.4,-0.1,21,21,220
2000-10-09 18:30:00,16090,0.0,22.2,-1.1,21,22,200
2000-10-09 19:30:00,16090,0.0,20.8,-1.1,23,21,190
2000-10-09 20:30:00,16090,0.0,19.0,-1.4,25,15,180
2000-10-09 21:30:00,16090,0.0,17.4,-1.8,27,15,200
2000-10-09 22:30:00,16090,0.0,16.4,-1.7,29,17,190
2000-10-09 23:30:00,16090,0.0,15.5,-1.5,31,18,190
2000-10-10 00:30:00,16090,0.0,15.2,-0.5,34,26,180
2000-10-10 01:30:00,16090,0.0,14.2,0.5,39,28,180
2000-10-10 02:30:00,16090,0.0,13.1,0.2,41,28,180
2000-10-10 03:30:00,16090,0.0,12.3,1.6,48,28,190
2000-10-10 04:30:00,16090,0.0,11.2,2.0,53,22,190
2000-10-10 05:30:00,16090,0.0,10.5,2.6,58,17,150
2000-10-10 06:30:00,16090,0.0,10.4,3.0,60,21,170
2000-10-10 07:30:00,16090,0.0,12.6,4.1,56,24,160
2000-10-10 08:30:00,16090,0.0,14.6,3.4,47,24,160
2000-10-10 09:30:00,16090,0.0,16.6,1.1,35,21,160
2000-10-10 10:30:00,16090,0.0,18.3,-1.5,26,22,170
2000-10-10 11:30:00,16090,0.0,19.3,-2.9,22,17,170
2000-10-10 12:30:00,16090,0.0,20.5,-3.2,20,13,170
2000-10-10 13:30:00,16090,0.0,21.7,-3.6,18,18,160
2000-10-10 14:30:00,16090,0.0,22.2,-4.0,17,21,150
2000-10-10 15:30:00,16090,0.0,23.0,-4.1,16,18,170
2000-10-10 16:30:00,16090,0.0,22.7,-4.4,16,18,170
2000-10-10 17:30:00,16090,0.0,22.5,-4.5,16,22,170
2000-10-10 18:30:00,16090,0.0,21.6,-4.5,17,21,160
2000-10-10 19:30:00,16090,0.0,19.8,-4.5,19,11,140
2000-10-10 20:30:00,16090,0.0,18.0,-4.6,21,11,130
2000-10-10 21:30:00,16090,0.0,16.7,-4.5,23,13,140
2000-10-10 22:30:00,16090,0.0,15.7,-3.7,26,15,130
2000-10-10 23:30:00,16090,0.0,15.0,-2.9,29,17,120
2000-10-11 00:30:00,16090,0.0,14.4,-0.5,36,17,130
2000-10-11 01:30:00,16090,0.0,13.5,0.5,41,15,120
2000-10-11 02:30:00,16090,0.0,12.7,0.5,43,15,120
2000-10-11 03:30:00,16090,0.0,13.3,1.3,44,17,120
2000-10-11 04:30:00,16090,0.0,12.1,0.5,45,15,120
2000-10-11 05:30:00,16090,0.0,11.9,1.3,48,18,110
2000-10-11 06:30:00,16090,0.0,12.4,1.4,47,15,100
2000-10-11 07:30:00,16090,0.0,16.3,2.7,40,18,110
2000-10-11 08:30:00,16090,0.0,18.3,3.0,36,26,80
2000-10-11 09:30:00,16090,0.0,20.7,2.0,29,22,60
2000-10-11 10:30:00,16090,0.0,22.6,-0.2,22,22,40
2000-10-11 11:30:00,16090,0.0,23.9,-1.8,18,24,50
2000-10-11 12:30:00,16090,0.0,24.9,-2.6,16,21,40
2000-10-11 13:30:00,16090,0.0,26.4,-3.2,14,24,10
2000-10-11 14:30:00,16090,0.0,26.4,-3.2,14,26,50
2000-10-11 15:30:00,16090,0.0,26.8,-2.9,14,22,50
2000-10-11 16:30:00,16090,0.0,26.6,-3.1,14,24,30
2000-10-11 17:30:00,16090,0.0,26.0,-3.5,14,30,60
2000-10-11 18:30:00,16090,0.0,24.7,-4.6,14,21,40
2000-10-11 19:30:00,16090,0.0,22.5,-4.5,16,17,50
2000-10-11 20:30:00,16090,0.0,20.5,-5.4,17,15,50
2000-10-11 21:30:00,16090,0.0,19.4,-4.8,19,15,50
2000-10-11 22:30:00,16090,0.0,18.2,-2.7,24,21,70
2000-10-11 23:30:00,16090,0.0,18.0,-0.3,29,22,60
2000-10-12 00:30:00,16090,0.0,18.1,-0.2,29,28,50
2000-10-12 01:30:00,16090,0.0,17.5,-0.2,30,24,50
2000-10-12 02:30:00,16090,0.0,17.1,-1.1,29,26,50
2000-10-12 03:30:00,16090,0.0,16.4,-1.7,29,22,30
2000-10-12 04:30:00,16090,0.0,15.7,-2.7,28,17,20
2000-10-12 05:30:00,16090,0.0,15.8,-3.1,27,21,20
2000-10-12 06:30:00,16090,0.0,15.9,-3.6,26,21,30
2000-10-12 07:30:00,16090,0.0,16.5,-3.6,25,21,20
2000-10-12 08:30:00,16090,0.0,18.2,-3.2,23,24,20
2000-10-12 09:30:00,16090,0.0,19.4,-3.5,21,28,30
2000-10-12 10:30:00,16090,0.0,23.7,-3.6,16,37,10
2000-10-12 11:30:00,16090,0.0,23.8,-3.5,16,39,360
2000-10-12 12:30:00,16090,0.0,25.9,-2.7,15,35,340
2000-10-12 13:30:00,16090,0.0,25.2,-2.4,16,26,340
2000-10-12 14:30:00,16090,0.0,25.3,-1.5,17,31,300
2000-10-12 14:53:00,16090,0.0,24.4,0.7,21,37,270
2000-10-12 15:30:00,16090,0.0,23.4,-0.1,21,30,250
2000-10-12 16:30:00,16090,0.2,18.8,9.3,54,9,260
2000-10-12 17:10:00,16090,0.2,17.8,12.3,70,17,320
2000-10-12 17:30:00,16090,0.2,16.8,12.1,74,21,310
2000-10-12 18:30:00,16090,0.4,16.0,12.6,80,13,330
2000-10-12 19:30:00,16090,0.4,15.8,12.5,81,17,340
2000-10-12 20:30:00,16090,0.4,15.5,13.0,85,9,320
2000-10-12 21:30:00,16090,0.4,15.7,13.0,84,15,290
2000-10-12 22:30:00,16090,0.4,16.6,13.1,80,33,200
2000-10-12 23:30:00,16090,0.4,16.3,12.8,80,30,200
2000-10-13 00:03:00,16090,0.4,6.8,3.9,82,26,210
2000-10-13 00:04:00,16090,0.4,16.0,12.9,82,26,210
2000-10-13 00:30:00,16090,0.4,15.9,12.6,81,30,210
2000-10-13 01:30:00,16090,0.4,15.1,12.1,82,35,220
2000-10-13 02:30:00,16090,0.4,14.6,11.4,81,33,210
2000-10-13 03:30:00,16090,0.4,13.9,8.5,70,35,220
2000-10-13 04:30:00,16090,0.4,13.0,8.1,72,33,230
2000-10-13 05:30:00,16090,0.4,12.0,7.5,74,30,230
2000-10-13 06:30:00,16090,0.4,11.4,8.4,82,24,240
2000-10-13 07:30:00,16090,0.4,12.5,8.0,74,28,250
2000-10-13 08:30:00,16090,0.4,14.2,6.6,60,33,250
2000-10-13 09:30:00,16090,0.0,15.6,4.6,48,37,260
2000-10-13 10:30:00,16090,0.0,17.6,3.9,40,42,260
2000-10-13 10:42:00,16090,0.0,17.9,3.8,39,46,260
2000-10-13 10:58:00,16090,0.0,18.7,4.5,39,44,260
2000-10-13 11:30:00,16090,0.0,18.7,3.7,37,50,260
2000-10-13 11:39:00,16090,0.0,18.9,3.5,36,48,260
2000-10-13 12:01:00,16090,0.0,18.7,3.7,37,52,260
2000-10-13 12:30:00,16090,0.0,18.9,3.1,35,57,260
2000-10-13 12:49:00,16090,0.0,18.9,3.1,35,61,260
2000-10-13 12:53:00,16090,0.0,13.5,10.7,83,70,250
2000-10-13 13:07:00,16090,0.0,12.9,10.8,87,72,240
2000-10-13 13:30:00,16090,0.0,11.4,7.7,78,67,220
2000-10-13 13:48:00,16090,0.0,13.0,5.9,62,63,220
2000-10-13 14:07:00,16090,0.0,14.1,3.6,49,61,220
2000-10-13 14:21:00,16090,0.0,13.9,2.5,46,59,240
2000-10-13 14:59:00,16090,0.0,14.7,2.9,45,61,240
2000-10-13 15:23:00,16090,0.0,14.1,3.6,49,57,230
2000-10-13 15:39:00,16090,0.0,14.8,1.0,39,61,230
2000-10-13 15:55:00,16090,0.0,14.6,2.2,43,63,230
2000-10-13 16:24:00,16090,0.0,14.8,1.3,40,63,220
2000-10-13 17:04:00,16090,0.0,14.6,2.8,45,48,220
2000-10-13 17:30:00,16090,0.0,13.5,3.8,52,54,210
2000-10-13 18:30:00,16090,0.0,13.3,1.0,43,50,210
2000-10-13 18:41:00,16090,0.0,13.1,0.5,42,44,210
2000-10-13 19:30:00,16090,0.0,12.4,1.7,48,39,210
2000-10-13 20:30:00,16090,0.0,11.7,3.0,55,33,210
2000-10-13 21:30:00,16090,0.0,10.9,3.0,58,26,220
2000-10-13 22:30:00,16090,0.0,10.2,2.8,60,26,220
2000-10-13 23:30:00,16090,0.0,9.5,2.8,63,24,210
2000-10-14 00:30:00,16090,0.0,8.9,2.9,66,24,220
2000-10-14 01:30:00,16090,0.0,8.2,3.1,70,21,220
2000-10-14 02:30:00,16090,0.0,7.7,3.2,73,21,230
2000-10-14 03:30:00,16090,0.0,6.9,3.0,76,17,250
2000-10-14 04:30:00,16090,0.0,6.5,3.1,79,15,230
2000-10-14 05:30:00,16090,0.0,6.0,3.2,82,15,260
2000-10-14 06:30:00,16090,0.0,6.0,3.0,81,11,260
2000-10-14 07:30:00,16090,0.0,9.4,5.0,74,18,230
2000-10-14 08:30:00,16090,0.0,12.1,5.0,62,21,220
2000-10-14 09:30:00,16090,0.0,13.8,3.6,50,21,190
2000-10-14 10:30:00,16090,0.0,14.8,3.6,47,18,210
2000-10-14 11:30:00,16090,0.0,16.1,2.9,41,15,220
2000-10-14 12:30:00,16090,0.0,17.3,3.2,39,18,210
2000-10-14 13:30:00,16090,0.0,19.0,3.6,36,11,220
2000-10-14 14:30:00,16090,0.0,19.5,4.4,37,18,220
2000-10-14 15:30:00,16090,0.0,20.8,4.4,34,17,220
2000-10-14 16:30:00,16090,0.0,21.3,4.0,32,13,220
2000-10-14 17:30:00,16090,0.0,21.3,3.5,31,18,220
2000-10-14 18:30:00,16090,0.0,20.3,3.5,33,15,220
2000-10-14 19:30:00,16090,0.0,19.2,3.8,36,13,200
2000-10-14 20:30:00,16090,0.0,17.7,3.2,38,9,200
2000-10-14 21:30:00,16090,0.0,16.4,3.1,41,15,180
2000-10-14 22:30:00,16090,0.0,15.4,3.9,46,15,180
2000-10-14 23:30:00,16090,0.0,14.9,5.7,54,17,130
2000-10-15 00:30:00,16090,0.0,13.9,6.7,62,17,140
2000-10-15 01:30:00,16090,0.0,12.8,6.6,66,15,140
2000-10-15 02:30:00,16090,0.0,11.7,6.4,70,15,140
2000-10-15 03:30:00,16090,0.0,11.1,6.5,73,13,140
2000-10-15 04:30:00,16090,0.0,10.6,6.7,77,15,150
2000-10-15 05:30:00,16090,0.0,10.1,7.2,82,13,140
2000-10-15 06:30:00,16090,0.0,10.8,7.9,82,15,130
2000-10-15 07:30:00,16090,0.0,13.4,8.5,72,15,120
2000-10-15 08:30:00,16090,0.0,16.1,9.1,63,11,80
2000-10-15 09:30:00,16090,0.0,18.1,8.7,54,9,60
2000-10-15 10:30:00,16090,0.0,19.9,7.9,46,9,20
2000-10-15 11:30:00,16090,0.0,21.7,7.5,40,9,290
2000-10-15 12:30:00,16090,0.0,23.1,6.0,33,15,200
2000-10-15 13:30:00,16090,0.0,24.3,5.1,29,9,200
2000-10-15 14:30:00,16090,0.0,24.9,4.6,27,11,190
2000-10-15 15:30:00,16090,0.0,25.1,4.3,26,8,220
2000-10-15 16:30:00,16090,0.0,25.5,3.5,24,11,200
2000-10-15 17:30:00,16090,0.0,25.2,2.6,23,9,150
2000-10-15 18:30:00,16090,0.0,24.6,2.7,24,2,210
2000-10-15 19:30:00,16090,0.0,23.1,2.6,26,11,160
2000-10-15 20:30:00,16090,0.0,21.1,1.9,28,11,140
2000-10-15 21:30:00,16090,0.0,19.4,1.9,31,11,120
2000-10-15 22:30:00,16090,0.0,18.3,2.2,34,15,120
2000-10-15 23:30:00,16090,0.0,17.7,3.2,38,17,120
2000-10-16 00:30:00,16090,0.0,17.1,4.1,42,21,110
2000-10-16 01:30:00,16090,0.0,16.5,4.9,46,21,100
2000-10-16 02:30:00,16090,0.0,15.6,4.9,49,22,100
2000-10-16 03:30:00,16090,0.0,15.4,5.6,52,24,90
2000-10-16 04:30:00,16090,0.0,15.1,6.1,55,26,90
2000-10-16 05:30:00,16090,0.0,14.5,5.8,56,21,90
2000-10-16 06:30:00,16090,0.0,14.4,5.7,56,24,90
2000-10-16 07:30:00,16090,0.0,17.2,6.7,50,26,70
2000-10-16 08:30:00,16090,0.0,19.8,6.2,41,26,60
2000-10-16 09:30:00,16090,0.0,22.5,6.3,35,28,40
2000-10-16 10:30:00,16090,0.0,24.9,6.1,30,28,20
2000-10-16 11:30:00,16090,0.0,25.0,5.7,29,24,10
2000-10-16 12:30:00,16090,0.0,25.9,4.9,26,22,360
2000-10-16 13:30:00,16090,0.0,26.4,3.6,23,22,340
2000-10-16 14:30:00,16090,0.0,26.5,3.7,23,22,350
2000-10-16 15:30:00,16090,0.0,26.6,3.2,22,17,350
2000-10-16 16:30:00,16090,0.0,26.5,3.1,22,18,350
2000-10-16 17:30:00,16090,0.0,26.0,3.3,23,18,20
2000-10-16 18:30:00,16090,0.0,25.4,2.8,23,13,10
2000-10-16 19:30:00,16090,0.0,24.3,3.0,25,13,60
